myanglish,burmese,frequency
gel,ဂျယ်လ်,440
general,ဂျင်နရယ်,440
generator,ဂျင်နရေတာ,440
glass,ဂလတ်စ်,440
global,ဂလိုဘယ်,440
golf,ဂေါက်,440
gram,ဂရမ်,440
guitar,ဂစ်တာ,440
gym,ဂျင်မ်,440
gyr,ကြား,560
gyr,ခြား,550
gyrr,ကြား,560
gyrr,ခြား,550
hamburger,ဟမ်ဘာဂါ,440
hanoi,ဟနွိုင်း,450
hardware,ဟာ့ဒ်ဝဲ,440
hlwa,လွှ,560
homework,ဟုမ်းဝါ့ခ်,440
hospital,ဟော့စပစ်တယ်,440
hotel,ဟိုတယ်,440
icecream,အိုင်စကရင်,440
immigration,အင်မီဂရေးရှင်း,440
india,အိန္ဒိယ,450
indonesia,အင်ဒိုနီးရှား,450
install,အင်စတော,440
international,အင်တာနေရှင်နယ်,440
internet,အင်တာနက်,440
interview,အင်တာဗျူး,440
iran,အီရန်,450
iraq,အီရတ်,450
islamabad,အစ္စလာမာဘတ်,450
jacket,ဂျာကင်,440
jakarta,ဂျကာတာ,450
jam,ဂျမ်,440
japan,ဂျပန်,450
jeans,ဂျင်း,440
jelly,ဂျယ်လီ,440
job,ဂျော့ဘ်,440
juice,ဂျူးစ်,440
kachin,ကချင်,450
kathmandu,ခတ္တမန္ဒူ,450
kaya,ကယား,450
kayah,ကယား,450
kayin,ကရင်,450
kazakhstan,ကာဇက်စတန်,450
keyboard,ကီးဘုတ်,440
khel,ခဲ,560
kilo,ကီလို,440
kilogram,ကီလိုဂရမ်,440
kilometer,ကီလိုမီတာ,440
kualalumpur,ကွာလာလမ်ပူ,450
kuwait,ကူဝိတ်,450
kuwaitcity,ကူဝိတ်စီးတီး,450
laos,လာအို,450
laptop,လက်ပ်တော့,440
lat,လက်,560
leader,လီဒါ,440
lift,လစ်ဖ်,440
light,လိုက်,440
link,လင့်ခ်,440
lipstick,လစ်ပ်စတစ်,440
liter,လီတာ,440
login,လော့ဂ်အင်,440
logout,လော့ဂ်အောက်,440
lotion,လိုးရှင်း,440
machine,မရှင်း,440
magway,မကွေး,450
makeup,မိတ်ကပ်,440
malaysia,မလေးရှား,450
maldives,မော်လ်ဒိုက်,450
male,မာလေး,450
mall,မောလ်,440
manager,မန်နေဂျာ,440
mandalay,မန္တလေး,450
manila,မနီလာ,450
market,မားကက်,440
mask,မတ်စ်,440
meeting,မီတင်,440
memory,မန်မိုရီ,440
message,မက်ဆေ့ချ်,440
meter,မီတာ,440
mexico,မက္ကဆီကို,450
mexicocity,မက္ကဆီကိုစီးတီး,450
mhya,မျှ,560
microphone,မိုက်ခရိုဖုန်း,440
military,မီလီထရီ,440
model,မော်ဒယ်,440
mon,မွန်,450
mongolia,မွန်ဂိုလီးယား,450
monitor,မော်နီတာ,440
motel,မိုတယ်,440
motor,မော်တာ,440
motorcycle,မော်တော်ဆိုင်ကယ်,440
mouse,မောက်စ်,440
movie,မူဗီ,440
music,မြူးဇစ်,440
mya,မျှ,560
myanmar,မြန်မာ,450
naypyidaw,နေပြည်တော်,450
nepal,နီပေါ,450
network,နက်ဝေါ့ခ်,440
newdelhi,နယူးဒေလီ,450
nhr,နှာ,560
north-korea,မြောက်ကိုရီးယား,450
northkorea,မြောက်ကိုရီးယား,450
nurse,နာ့စ်,440
office,အော်ဖစ်,440
offline,အော့ဖ်လိုင်း,440
online,အွန်လိုင်း,440
ote,အုတ်,560
ote,အုပ်,550
ottawa,အော့တဝါ,450
pakistan,ပါကစ္စတန်,450
pal,ပါယ်,560
parliament,ပါလီမန်,440
part-time,ပါ့တ်တိုင်းမ်,440
parttime,ပါ့တ်တိုင်းမ်,440
passport,ပတ်စ်ပို့,440
password,ပတ်စ်ဝေါ့ဒ်,440
percent,ပါဆင့်,440
perfume,ပါဖျူးမ်,440
petrol,ပက်ထရိုလ်,440
phaye,ဖြည်း,560
phaye,ဖြေး,550
philippines,ဖိလစ်ပိုင်,450
phnompenh,ဖနွမ်းပင်,450
phone,ဖုန်း,440
photo,ဖိုတို,440
phyae,ဖြည်း,560
phyae,ဖြေး,550
phyay,ဖြည်း,560
phyay,ဖြေး,550
piano,ပီယာနို,440
pizza,ပီဇာ,440
plastic,ပလတ်စတစ်,440
plate,ပလိတ်,440
player,ပလေယာ,440
plug,ပလပ်,440
police,ပုလိပ်,440
presentation,ပရက်ဇင်တေးရှင်း,440
president,ပရက်စီဒင့်,440
price,ပရိုက်စ်,440
printer,ပရင်တာ,440
product,ပရောဒတ်,440
professor,ပရော်ဖက်ဆာ,440
program,ပရိုဂရမ်,440
project,ပရောဂျက်,440
protein,ပရိုတင်း,440
pyaw,ပျော်,560
pyongyang,ပြုံယမ်း,450
pyw,ပျော်,560
qatar,ကာတာ,450
radio,ရေဒီယို,440
rakhine,ရခိုင်,450
receipt,ရစီ,440
report,ရီပို့တ်,440
restaurant,စားသောက်ဆိုင်,440
riyadh,ရီယာ့ဒ်,450
robot,ရိုဘော့,440
sagaing,စစ်ကိုင်း,450
sak,ဆက်,560
sak,စက်,550
sak,ဆတ်,540
sak,စပ်,530
salad,ဆလတ်,440
salary,လစာ,440
salary,ဆယ်လာရီ,430
sale,ဆေးလ်,440
sandal,စန္ဒကူး,440
sandal,ဆန်းဒယ်,430
sandwich,ဆန်းဒဝစ်ချ်,440
sap,စပ်,560
sap,ဆက်,550
sap,စက်,540
sap,ဆတ်,530
sat,စက်,560
sat,ဆတ်,550
sat,ဆက်,540
sat,စပ်,530
saudi-arabia,ဆော်ဒီအာရေဗျ,450
saudiarabia,ဆော်ဒီအာရေဗျ,450
sausage,ဆော့ဆစ်,440
say,ဆေး,560
scanner,စကင်နာ,440
science,ဆိုင်းယန့်စ်,440
screen,စခရင်,440
seminar,ဆီမီနာ,440
seoul,ဆိုးလ်,450
server,ဆာဗာ,440
service,ဆားဗစ်,440
setting,ဆက်တင်,440
shampoo,ရှမ်ပူ,440
shan,ရှမ်း,450
shirt,ရှပ်,440
shop,ရှော့ပ်,440
shopping,ရှော့ပင်း,440
shouk,လျှောက်,560
shouk,လျောက်,550
shout,လျှောက်,560
shout,လျောက်,550
sim,ဆင်းမ်,440
singapore,စင်ကာပူ,450
size,ဆိုဒ်,440
skirt,စကတ်,440
smartphone,စမတ်ဖုန်း,440
soda,ဆိုဒါ,440
sofa,ဆိုဖာ,440
software,ဆော့ဖ်ဝဲ,440
solar,ဆိုလာ,440
song,ဆောင်း,440
south-korea,တောင်ကိုရီးယား,450
southkorea,တောင်ကိုရီးယား,450
speaker,စပီကာ,440
sport,စပို့တ်,440
spray,စပရေး,440
sri-lanka,သီရိလင်္ကာ,450
srijayawardenepurakotte,သီရိဂျယဝါဒနပူရကိုဋ္ဋေ,450
srilanka,သီရိလင်္ကာ,450
staff,စတပ်ဖ်,440
station,စတေးရှင်း,440
stock,စတော့,440
store,စတိုး,440
style,စတိုင်,440
supermarket,စူပါမားကက်,440
swa,ဆွ,560
swar,ဆွာ,560
sweater,ဆွယ်တာ,440
switch,ဆွစ်ချ်,440
sy,ဆေး,560
system,စစ်စတမ်,440
syy,ဆေး,560
t-shirt,တီရှပ်,440
ta,ဋ,560
table,တေဘယ်,440
tablet,တက်ဘလက်,440
tanintharyi,တနင်္သာရီ,450
taxi,တက္ကစီ,440
team,တီမ်,440
technology,တက်ကနော်လော်ဂျီ,440
tehran,တီဟီရန်,450
television,တယ်လီဗေးရှင်း,440
tennis,တင်းနစ်,440
terminal,တာမီနယ်,440
test,တက်စ်,440
thailand,ထိုင်း,450
thimphu,သင်ဖူး,450
ticket,တစ်ကက်,440
tokyo,တိုကျို,450
touchscreen,တပ်ချ်စခရင်,440
train,ထရိန်,440
transformer,ထရန်စဖော်မာ,440
truck,ထရပ်ကား,440
tshirt,တီရှပ်,440
turkey,တူရကီ,450
tv,တီဗီ,440
twa,သွား,560
twa,သွ,550
uae,အာရပ်စော်ဘွားများပြည်ထောင်စု,450
ulaanbaatar,အူလန်ဘာတာ,450
uniform,ယူနီဖောင်း,440
unitedarabemirates,အာရပ်စော်ဘွားများပြည်ထောင်စု,450
unitedstates,အမေရိကန်ပြည်ထောင်စု,450
university,ယူနီဗာစတီ,440
update,အပ်ဒိတ်,440
upload,အပ်လုဒ်,440
usa,အမေရိကန်ပြည်ထောင်စု,450
usb,ယူအက်စ်ဘီ,440
van,ဗင်,440
video,ဗီဒီယို,440
vientiane,ဗီယင်ကျန်း,450
vietnam,ဗီယက်နမ်,450
violin,ဗိုင်အိုလင်,440
virus,ဗိုင်းရပ်စ်,440
visa,ဗီဇာ,440
vitamin,ဗီတာမင်,440
volleyball,ဘော်လီဘော,440
vye,ဗျည်း,560
vye,ဗျီး,550
vye,ဗြီး,540
washingtondc,ဝါရှင်တန် ဒီစီ,450
website,ဝက်ဘ်ဆိုက်,440
wi-fi,ဝိုင်ဖိုင်,440
wifi,ဝိုင်ဖိုင်,440
x,အိပ်,560
x,အိတ်,550
y,ရ,560
y,ယ,550
yangon,ရန်ကုန်,450
ywa,ရွ,560
ywr,ရွာ,560
za,ဈ,560
thi,သည့်,2000000
ak,အပ်,2000000
at,အပ်,1999000
ap,အပ်,1998000
doh,တို့,2000000
ae,အဲ့,2000000
nga,ငါ့,2000000
ngr,ငါ့,2000000
ta,တစ်,2000000
na,နှစ်,2000000
pyg,ပြောင်,3900000
pyg,ပြောင်း,3800000
pygg,ပြောင်း,3900000
pygg,ပြောင်,3800000
souk,ဆောက်,4000000
souk,စောက်,3900000
souk,ဆောင့်,3800000
souk,စောင့်,3700000
sout,ဆောက်,4000000
sout,စောက်,3900000
sout,ဆောင့်,3800000
sout,စောင့်,3700000
sauk,ဆောက်,4000000
sauk,စောက်,3900000
sauk,ဆောင့်,3800000
sauk,စောင့်,3700000
sough,ဆောက်,4000000
sough,စောက်,3900000
sough,ဆောင့်,3800000
sough,စောင့်,3700000
sought,ဆောက်,4000000
sought,စောက်,3900000
sought,ဆောင့်,3800000
sought,စောင့်,3700000
mhr,မှာ,6000000
mhr,မှား,5900000
mhrr,မှား,6000000
mhrr,မှာ,5900000
ppl,ပြီးပြီလား,8000000
ppl,ပီးပီလား,7900000
pp,ပြီးပြီ,8000000
pp,ပီးပီ,7900000
skar,စကား,8000000
sakar,စကား,8000000
zkar,စကား,8000000
zakar,စကား,8000000
blouk,ဘယ်လောက်,9000000
blouk,ဘလောက်,8900000
khonn,ခွန်း,9000000
sayer,ဆရာ,9000000
ayr,အရာ,9000000
hnr,ဏှာ,9000000
kyg,ကြောင့်,9000000
htann,ဌာန်း,9000000
chrr,ခြား,9000000
pyouk,ပျောက်,9000000
pyouk,ပြောက်,8999990
pyout,ပျောက်,9000000
pyout,ပြောက်,8999990
in,အဉ်,9000000
kygg,ကြောင့်,9000000
dote,ဒုက်,9800000
kate,ကိစ်,9800000
koke,ကုက်,9800000
yit,ရာဇ်,9800000
yiz,ရာဇ်,9800000
wate,ဝိစ်,9800000
wate,ဝိတ်,9799000
pote,ပုစ်,9800000
kat,ကဋ်,9800000
kat,ကသ်,9799000
woot,ဝဋ်,9800000
wot,ဝဋ်,9800000
wut,ဝဋ်,9800000
htar,ဌာ,9800000
at,အဌ်,9800000
at,အဒ်,9799000
at,အသ်,9798000
ak,အဌ်,9800000
man,မဏ်း,9800000
man,မဏ်,9799000
mann,မဏ်း,9800000
mann,မဏ်,9799000
an,အဏ်,9800000
kan,ကဏ်,9800000
wun,ဝဏ်,9800000
pone,ပုဏ်,9800000
narr,ဏား,9800000
nrr,ဏား,9800000
mayt,မေတ်,9800000
mayt,မစ်,9799000
myit,မေတ်,9800000
myit,မစ်,9799000
mit,မေတ်,9800000
mit,မစ်,9799000
ad,အဒ်,9800000
dar,ဓာ,9800000
dr,ဓာ,9800000
thad,သဒ်,9800000
that,သဒ်,9800000
thak,သဒ်,9800000
thed,သဒ်,9800000
bote,ဗုဒ်,9800000
bude,ဗုဒ်,9800000
bud,ဗုဒ်,9800000
buddha,ဗုဒ္ဓ,9800000
thade,သိဒ်,9800000
thate,သိဒ်,9800000
thake,သိဒ်,9800000
dat,ဓတ်,9800000
tan,တာန်,9800000
tan,ဋန်,9799000
tan,ဋာန်,9798000
tn,တာန်,9800000
tn,ဋန်,9799000
tn,ဋာန်,9798000
day,ဓေ,9800000
thobe,သုဗ်,9800000
van,ဗာန်,9800000
van,ဗန်,9799000
ban,ဗာန်,9800000
ban,ဗန်,9799000
barn,ဗာန်,9800000
barn,ဗန်,9799000
varn,ဗာန်,9800000
varn,ဗန်,9799000
thab,သဗ်,9800000
thab,သသ်,9799000
thb,သဗ်,9800000
thb,သသ်,9799000
thap,သဗ်,9800000
thap,သသ်,9799000
bin,ဗဉ်,9800000
bin,ဗည်,9799000
vin,ဗဉ်,9800000
vin,ဗည်,9799000
ath,အသ်,9800000
tou,တိုရ်,9800000
toh,တိုရ်,9800000
tath,တသ်,9800000
tat,တသ်,9800000
tak,တသ်,9800000
kak,ကသ်,9800000
kap,ကသ်,9800000
pa,ပုလ်,9800000
path,ပုလ်,9800000
path,ပသ်,9799000
mal,မလ်,9800000
pak,ပသ်,9800000
doth,ဒုသ်,9800000
nate,နိစ်,9800000
nabe,နိဗ်,9800000
tate,ဋိစ်,9800000
htan,ဋ္ဌာန်း,9800000
htan,ဋ္ဌာန်,9799000
htann,ဋ္ဌာန်း,9800000
htann,ဋ္ဌာန်,9799000
